date,open,high,low,close
2021-09-19 09:00:00,5.46800000,5.50600000,5.33000000,5.34300000
2021-09-19 10:00:00,5.34200000,5.38100000,5.30700000,5.37700000
2021-09-19 11:00:00,5.37700000,5.39600000,5.34800000,5.36800000
2021-09-19 12:00:00,5.36900000,5.36900000,5.27700000,5.29600000
2021-09-19 13:00:00,5.29600000,5.32000000,5.23000000,5.25800000
2021-09-19 14:00:00,5.25600000,5.28900000,5.23700000,5.28300000
2021-09-19 15:00:00,5.28300000,5.28700000,5.22100000,5.25500000
2021-09-19 16:00:00,5.25600000,5.27400000,5.23400000,5.25900000
2021-09-19 17:00:00,5.25900000,5.28300000,5.25600000,5.27500000
2021-09-19 18:00:00,5.27500000,5.28000000,5.22600000,5.24300000
2021-09-19 19:00:00,5.24500000,5.25300000,5.17600000,5.20700000
2021-09-19 20:00:00,5.20700000,5.21200000,5.02500000,5.05100000
2021-09-19 21:00:00,5.05100000,5.07600000,5.00200000,5.06500000
2021-09-19 22:00:00,5.06600000,5.09200000,5.04000000,5.09000000
2021-09-19 23:00:00,5.09000000,5.12400000,5.07600000,5.10500000
2021-09-20 00:00:00,5.10500000,5.13200000,5.08800000,5.09400000
2021-09-20 01:00:00,5.09400000,5.11500000,5.06200000,5.07300000
2021-09-20 02:00:00,5.07300000,5.09600000,5.02500000,5.03900000
2021-09-20 03:00:00,5.03900000,5.10700000,5.02700000,5.09000000
2021-09-20 04:00:00,5.08900000,5.09600000,5.03400000,5.03700000
2021-09-20 05:00:00,5.03600000,5.08000000,5.02600000,5.07000000
2021-09-20 06:00:00,5.07000000,5.07500000,5.03600000,5.05400000
2021-09-20 07:00:00,5.05500000,5.07300000,4.85600000,4.88900000
2021-09-20 08:00:00,4.88700000,4.94400000,4.88100000,4.90900000
2021-09-20 09:00:00,4.90800000,4.93200000,4.72100000,4.76800000
2021-09-20 10:00:00,4.76600000,4.82700000,4.74600000,4.81800000
2021-09-20 11:00:00,4.81900000,4.82200000,4.59500000,4.65000000
2021-09-20 12:00:00,4.64900000,4.67000000,4.55000000,4.62900000
2021-09-20 13:00:00,4.62800000,4.67300000,4.56600000,4.65800000
2021-09-20 14:00:00,4.65800000,4.67600000,4.63200000,4.65700000
2021-09-20 15:00:00,4.65700000,4.67100000,4.59600000,4.63100000
2021-09-20 16:00:00,4.63200000,4.65800000,4.40700000,4.50600000
2021-09-20 17:00:00,4.50600000,4.57100000,4.47900000,4.56000000
2021-09-20 18:00:00,4.56100000,4.58700000,4.51700000,4.52300000
2021-09-20 19:00:00,4.52300000,4.59300000,4.47000000,4.50300000
2021-09-20 20:00:00,4.50200000,4.50600000,4.18500000,4.32100000
2021-09-20 21:00:00,4.32200000,4.37600000,4.07600000,4.30000000
2021-09-20 22:00:00,4.29900000,4.41200000,4.24900000,4.39200000
2021-09-20 23:00:00,4.39200000,4.39900000,4.33100000,4.34600000
2021-09-21 00:00:00,4.34700000,4.41000000,4.29300000,4.35500000
2021-09-21 01:00:00,4.35400000,4.39100000,4.32100000,4.33200000
2021-09-21 02:00:00,4.33200000,4.35600000,4.30800000,4.34000000
2021-09-21 03:00:00,4.34000000,4.35100000,4.20000000,4.22000000
2021-09-21 04:00:00,4.22000000,4.26500000,4.14900000,4.25600000
2021-09-21 05:00:00,4.25600000,4.28200000,4.17500000,4.20700000
2021-09-21 06:00:00,4.20700000,4.27300000,4.20000000,4.24100000
2021-09-21 07:00:00,4.24000000,4.30800000,4.20100000,4.21400000
2021-09-21 08:00:00,4.21800000,4.25700000,4.14100000,4.20200000
2021-09-21 09:00:00,4.20200000,4.20400000,3.84200000,4.00000000
2021-09-21 10:00:00,3.99900000,4.17900000,3.99100000,4.17000000
2021-09-21 11:00:00,4.16800000,4.25000000,4.14800000,4.23000000
2021-09-21 12:00:00,4.22900000,4.23700000,4.17400000,4.18400000
2021-09-21 13:00:00,4.18500000,4.20800000,4.12600000,4.13200000
2021-09-21 14:00:00,4.13200000,4.16700000,4.08500000,4.15000000
2021-09-21 15:00:00,4.15100000,4.22900000,4.14600000,4.19800000
2021-09-21 16:00:00,4.19700000,4.26600000,4.18500000,4.25400000
2021-09-21 17:00:00,4.25500000,4.30300000,4.23400000,4.28700000
2021-09-21 18:00:00,4.28800000,4.29800000,4.23500000,4.25900000
2021-09-21 19:00:00,4.25900000,4.31000000,4.23300000,4.28800000
2021-09-21 20:00:00,4.28800000,4.30300000,4.26000000,4.26700000
2021-09-21 21:00:00,4.26800000,4.29100000,4.23100000,4.23700000
2021-09-21 22:00:00,4.23600000,4.25600000,4.19600000,4.22700000
2021-09-21 23:00:00,4.22600000,4.23200000,4.11700000,4.15500000
2021-09-22 00:00:00,4.15500000,4.23400000,4.14200000,4.22800000
2021-09-22 01:00:00,4.22800000,4.24200000,4.12500000,4.12600000
2021-09-22 02:00:00,4.12600000,4.13900000,4.03800000,4.05600000
2021-09-22 03:00:00,4.05600000,4.12600000,4.04000000,4.06200000
2021-09-22 04:00:00,4.06100000,4.09400000,4.02900000,4.04900000
2021-09-22 05:00:00,4.05100000,4.08300000,3.90700000,3.91800000
2021-09-22 06:00:00,3.91800000,4.01900000,3.78500000,3.98800000
2021-09-22 07:00:00,3.98700000,4.00500000,3.86400000,3.87300000
2021-09-22 08:00:00,3.87300000,3.92300000,3.83000000,3.88600000
2021-09-22 09:00:00,3.88700000,3.96100000,3.80600000,3.87500000
