,date,close,open,high,low,changes_%
38,2020-09-26 14:00:00,1174.32,1169.6,1178.03,1168.35,0.45
39,2020-09-26 15:00:00,1174.32,1169.6,1178.03,1168.35,0.45
40,2020-09-26 16:00:00,1174.32,1169.6,1178.03,1168.35,0.45
41,2020-09-26 17:00:00,1174.32,1169.6,1178.03,1168.35,0.45
42,2020-09-26 18:00:00,1174.32,1169.6,1178.03,1168.35,0.45
43,2020-09-26 19:00:00,1174.32,1169.6,1178.03,1168.35,0.45
44,2020-09-26 20:00:00,1174.32,1169.6,1178.03,1168.35,0.45
45,2020-09-26 21:00:00,1174.32,1169.6,1178.03,1168.35,0.45
46,2020-09-26 22:00:00,1174.32,1169.6,1178.03,1168.35,0.45
47,2020-09-26 23:00:00,1174.32,1169.6,1178.03,1168.35,0.45
48,2020-09-27 00:00:00,1174.32,1169.6,1178.03,1168.35,0.45
49,2020-09-27 01:00:00,1174.32,1169.6,1178.03,1168.35,0.45
50,2020-09-27 02:00:00,1174.32,1169.6,1178.03,1168.35,0.45
51,2020-09-27 03:00:00,1174.32,1169.6,1178.03,1168.35,0.45
52,2020-09-27 04:00:00,1174.32,1169.6,1178.03,1168.35,0.45
53,2020-09-27 05:00:00,1174.32,1169.6,1178.03,1168.35,0.45
54,2020-09-27 06:00:00,1174.32,1169.6,1178.03,1168.35,0.45
55,2020-09-27 07:00:00,1174.32,1169.6,1178.03,1168.35,0.45
56,2020-09-27 08:00:00,1174.32,1169.6,1178.03,1168.35,0.45
57,2020-09-27 09:00:00,1174.32,1169.6,1178.03,1168.35,0.45
58,2020-09-27 10:00:00,1174.32,1169.6,1178.03,1168.35,0.45
59,2020-09-27 11:00:00,1174.32,1169.6,1178.03,1168.35,0.45
60,2020-09-27 12:00:00,1174.32,1169.6,1178.03,1168.35,0.45
61,2020-09-27 13:00:00,1174.32,1169.6,1178.03,1168.35,0.45
62,2020-09-27 14:00:00,1174.32,1169.6,1178.03,1168.35,0.45
63,2020-09-27 15:00:00,1174.32,1169.6,1178.03,1168.35,0.45
64,2020-09-27 16:00:00,1174.32,1169.6,1178.03,1168.35,0.45
65,2020-09-27 17:00:00,1174.32,1169.6,1178.03,1168.35,0.45
66,2020-09-27 18:00:00,1174.32,1169.6,1178.03,1168.35,0.45
67,2020-09-27 19:00:00,1174.32,1169.6,1178.03,1168.35,0.45
68,2020-09-27 20:00:00,1174.32,1169.6,1178.03,1168.35,0.45
69,2020-09-27 21:00:00,1174.32,1169.6,1178.03,1168.35,0.45
70,2020-09-27 22:00:00,1174.32,1169.6,1178.03,1168.35,0.45
71,2020-09-27 23:00:00,1174.32,1169.6,1178.03,1168.35,0.45
72,2020-09-28 00:00:00,1166.85,1174.44,1175.23,1166.81,-0.64
73,2020-09-28 01:00:00,1166.85,1174.44,1175.23,1166.81,-0.64
74,2020-09-28 02:00:00,1166.85,1174.44,1175.23,1166.81,-0.64
75,2020-09-28 03:00:00,1166.85,1174.44,1175.23,1166.81,-0.64
76,2020-09-28 04:00:00,1166.85,1174.44,1175.23,1166.81,-0.64
77,2020-09-28 05:00:00,1166.85,1174.44,1175.23,1166.81,-0.64
78,2020-09-28 06:00:00,1166.85,1174.44,1175.23,1166.81,-0.64
79,2020-09-28 07:00:00,1166.85,1174.44,1175.23,1166.81,-0.64
80,2020-09-28 08:00:00,1166.85,1174.44,1175.23,1166.81,-0.64
81,2020-09-28 09:00:00,1166.85,1174.44,1175.23,1166.81,-0.64
82,2020-09-28 10:00:00,1166.85,1174.44,1175.23,1166.81,-0.64
83,2020-09-28 11:00:00,1166.85,1174.44,1175.23,1166.81,-0.64
84,2020-09-28 12:00:00,1166.85,1174.44,1175.23,1166.81,-0.64
85,2020-09-28 13:00:00,1166.85,1174.44,1175.23,1166.81,-0.64
86,2020-09-28 14:00:00,1166.85,1174.44,1175.23,1166.81,-0.64
87,2020-09-28 15:00:00,1166.85,1174.44,1175.23,1166.81,-0.64
88,2020-09-28 16:00:00,1166.85,1174.44,1175.23,1166.81,-0.64
89,2020-09-28 17:00:00,1166.85,1174.44,1175.23,1166.81,-0.64
90,2020-09-28 18:00:00,1166.85,1174.44,1175.23,1166.81,-0.64
91,2020-09-28 19:00:00,1166.85,1174.44,1175.23,1166.81,-0.64
92,2020-09-28 20:00:00,1166.85,1174.44,1175.23,1166.81,-0.64
93,2020-09-28 21:00:00,1166.85,1174.44,1175.23,1166.81,-0.64
94,2020-09-28 22:00:00,1166.85,1174.44,1175.23,1166.81,-0.64
95,2020-09-28 23:00:00,1166.85,1174.44,1175.23,1166.81,-0.64
96,2020-09-29 00:00:00,1168.73,1167.35,1171.6,1166.38,0.16
97,2020-09-29 01:00:00,1168.73,1167.35,1171.6,1166.38,0.16
98,2020-09-29 02:00:00,1168.73,1167.35,1171.6,1166.38,0.16
99,2020-09-29 03:00:00,1168.73,1167.35,1171.6,1166.38,0.16
100,2020-09-29 04:00:00,1168.73,1167.35,1171.6,1166.38,0.16
101,2020-09-29 05:00:00,1168.73,1167.35,1171.6,1166.38,0.16
102,2020-09-29 06:00:00,1168.73,1167.35,1171.6,1166.38,0.16
103,2020-09-29 07:00:00,1168.73,1167.35,1171.6,1166.38,0.16
104,2020-09-29 08:00:00,1168.73,1167.35,1171.6,1166.38,0.16
105,2020-09-29 09:00:00,1168.73,1167.35,1171.6,1166.38,0.16
106,2020-09-29 10:00:00,1168.73,1167.35,1171.6,1166.38,0.16
107,2020-09-29 11:00:00,1168.73,1167.35,1171.6,1166.38,0.16
108,2020-09-29 12:00:00,1168.73,1167.35,1171.6,1166.38,0.16
109,2020-09-29 13:00:00,1168.73,1167.35,1171.6,1166.38,0.16
110,2020-09-29 14:00:00,1168.73,1167.35,1171.6,1166.38,0.16
111,2020-09-29 15:00:00,1168.73,1167.35,1171.6,1166.38,0.16
112,2020-09-29 16:00:00,1168.73,1167.35,1171.6,1166.38,0.16
113,2020-09-29 17:00:00,1168.73,1167.35,1171.6,1166.38,0.16
114,2020-09-29 18:00:00,1168.73,1167.35,1171.6,1166.38,0.16
115,2020-09-29 19:00:00,1168.73,1167.35,1171.6,1166.38,0.16
116,2020-09-29 20:00:00,1168.73,1167.35,1171.6,1166.38,0.16
117,2020-09-29 21:00:00,1168.73,1167.35,1171.6,1166.38,0.16
118,2020-09-29 22:00:00,1168.73,1167.35,1171.6,1166.38,0.16
119,2020-09-29 23:00:00,1168.73,1167.35,1171.6,1166.38,0.16
120,2020-09-30 00:00:00,1164.65,1168.82,1171.58,1163.73,-0.35
121,2020-09-30 01:00:00,1164.65,1168.82,1171.58,1163.73,-0.35
122,2020-09-30 02:00:00,1164.65,1168.82,1171.58,1163.73,-0.35
123,2020-09-30 03:00:00,1164.65,1168.82,1171.58,1163.73,-0.35
124,2020-09-30 04:00:00,1164.65,1168.82,1171.58,1163.73,-0.35
125,2020-09-30 05:00:00,1164.65,1168.82,1171.58,1163.73,-0.35
126,2020-09-30 06:00:00,1164.65,1168.82,1171.58,1163.73,-0.35
127,2020-09-30 07:00:00,1164.65,1168.82,1171.58,1163.73,-0.35
128,2020-09-30 08:00:00,1164.65,1168.82,1171.58,1163.73,-0.35
129,2020-09-30 09:00:00,1164.65,1168.82,1171.58,1163.73,-0.35
130,2020-09-30 10:00:00,1164.65,1168.82,1171.58,1163.73,-0.35
131,2020-09-30 11:00:00,1164.65,1168.82,1171.58,1163.73,-0.35
132,2020-09-30 12:00:00,1164.65,1168.82,1171.58,1163.73,-0.35
133,2020-09-30 13:00:00,1164.65,1168.82,1171.58,1163.73,-0.35
134,2020-09-30 14:00:00,1164.65,1168.82,1171.58,1163.73,-0.35
135,2020-09-30 15:00:00,1164.65,1168.82,1171.58,1163.73,-0.35
136,2020-09-30 16:00:00,1164.65,1168.82,1171.58,1163.73,-0.35
137,2020-09-30 17:00:00,1164.65,1168.82,1171.58,1163.73,-0.35
138,2020-09-30 18:00:00,1164.65,1168.82,1171.58,1163.73,-0.35
139,2020-09-30 19:00:00,1164.65,1168.82,1171.58,1163.73,-0.35
140,2020-09-30 20:00:00,1164.65,1168.82,1171.58,1163.73,-0.35
141,2020-09-30 21:00:00,1164.65,1168.82,1171.58,1163.73,-0.35
142,2020-09-30 22:00:00,1164.65,1168.82,1171.58,1163.73,-0.35
143,2020-09-30 23:00:00,1164.65,1168.82,1171.58,1163.73,-0.35
144,2020-10-01 00:00:00,1162.83,1164.75,1165.84,1160.7,-0.16
145,2020-10-01 01:00:00,1162.83,1164.75,1165.84,1160.7,-0.16
146,2020-10-01 02:00:00,1162.83,1164.75,1165.84,1160.7,-0.16
147,2020-10-01 03:00:00,1162.83,1164.75,1165.84,1160.7,-0.16
148,2020-10-01 04:00:00,1162.83,1164.75,1165.84,1160.7,-0.16
149,2020-10-01 05:00:00,1162.83,1164.75,1165.84,1160.7,-0.16
150,2020-10-01 06:00:00,1162.83,1164.75,1165.84,1160.7,-0.16
151,2020-10-01 07:00:00,1162.83,1164.75,1165.84,1160.7,-0.16
152,2020-10-01 08:00:00,1162.83,1164.75,1165.84,1160.7,-0.16
153,2020-10-01 09:00:00,1162.83,1164.75,1165.84,1160.7,-0.16
154,2020-10-01 10:00:00,1162.83,1164.75,1165.84,1160.7,-0.16
155,2020-10-01 11:00:00,1162.83,1164.75,1165.84,1160.7,-0.16
156,2020-10-01 12:00:00,1162.83,1164.75,1165.84,1160.7,-0.16
157,2020-10-01 13:00:00,1162.83,1164.75,1165.84,1160.7,-0.16
158,2020-10-01 14:00:00,1162.83,1164.75,1165.84,1160.7,-0.16
159,2020-10-01 15:00:00,1162.83,1164.75,1165.84,1160.7,-0.16
160,2020-10-01 16:00:00,1162.83,1164.75,1165.84,1160.7,-0.16
161,2020-10-01 17:00:00,1162.83,1164.75,1165.84,1160.7,-0.16
162,2020-10-01 18:00:00,1162.83,1164.75,1165.84,1160.7,-0.16
163,2020-10-01 19:00:00,1162.83,1164.75,1165.84,1160.7,-0.16
164,2020-10-01 20:00:00,1162.83,1164.75,1165.84,1160.7,-0.16
165,2020-10-01 21:00:00,1162.83,1164.75,1165.84,1160.7,-0.16
166,2020-10-01 22:00:00,1162.83,1164.75,1165.84,1160.7,-0.16
167,2020-10-01 23:00:00,1162.83,1164.75,1165.84,1160.7,-0.16
168,2020-10-02 00:00:00,1166.26,1162.93,1168.28,1162.18,0.29
169,2020-10-02 01:00:00,1166.26,1162.93,1168.28,1162.18,0.29
170,2020-10-02 02:00:00,1166.26,1162.93,1168.28,1162.18,0.29
171,2020-10-02 03:00:00,1166.26,1162.93,1168.28,1162.18,0.29
172,2020-10-02 04:00:00,1166.26,1162.93,1168.28,1162.18,0.29
173,2020-10-02 05:00:00,1166.26,1162.93,1168.28,1162.18,0.29
174,2020-10-02 06:00:00,1166.26,1162.93,1168.28,1162.18,0.29
175,2020-10-02 07:00:00,1166.26,1162.93,1168.28,1162.18,0.29
176,2020-10-02 08:00:00,1166.26,1162.93,1168.28,1162.18,0.29
177,2020-10-02 09:00:00,1166.26,1162.93,1168.28,1162.18,0.29
178,2020-10-02 10:00:00,1166.26,1162.93,1168.28,1162.18,0.29
179,2020-10-02 11:00:00,1166.26,1162.93,1168.28,1162.18,0.29
180,2020-10-02 12:00:00,1166.26,1162.93,1168.28,1162.18,0.29
181,2020-10-02 13:00:00,1166.26,1162.93,1168.28,1162.18,0.29
182,2020-10-02 14:00:00,1166.26,1162.93,1168.28,1162.18,0.29
183,2020-10-02 15:00:00,1166.26,1162.93,1168.28,1162.18,0.29
184,2020-10-02 16:00:00,1166.26,1162.93,1168.28,1162.18,0.29
185,2020-10-02 17:00:00,1166.26,1162.93,1168.28,1162.18,0.29
186,2020-10-02 18:00:00,1166.26,1162.93,1168.28,1162.18,0.29
187,2020-10-02 19:00:00,1166.26,1162.93,1168.28,1162.18,0.29
188,2020-10-02 20:00:00,1166.26,1162.93,1168.28,1162.18,0.29
189,2020-10-02 21:00:00,1166.26,1162.93,1168.28,1162.18,0.29
190,2020-10-02 22:00:00,1166.26,1162.93,1168.28,1162.18,0.29
191,2020-10-02 23:00:00,1166.26,1162.93,1168.28,1162.18,0.29
192,2020-10-03 00:00:00,1166.26,1162.93,1168.28,1162.18,0.29
193,2020-10-03 01:00:00,1166.26,1162.93,1168.28,1162.18,0.29
194,2020-10-03 02:00:00,1166.26,1162.93,1168.28,1162.18,0.29
195,2020-10-03 03:00:00,1166.26,1162.93,1168.28,1162.18,0.29
196,2020-10-03 04:00:00,1166.26,1162.93,1168.28,1162.18,0.29
197,2020-10-03 05:00:00,1166.26,1162.93,1168.28,1162.18,0.29
198,2020-10-03 06:00:00,1166.26,1162.93,1168.28,1162.18,0.29
199,2020-10-03 07:00:00,1166.26,1162.93,1168.28,1162.18,0.29
200,2020-10-03 08:00:00,1166.26,1162.93,1168.28,1162.18,0.29
201,2020-10-03 09:00:00,1166.26,1162.93,1168.28,1162.18,0.29
202,2020-10-03 10:00:00,1166.26,1162.93,1168.28,1162.18,0.29
203,2020-10-03 11:00:00,1166.26,1162.93,1168.28,1162.18,0.29
204,2020-10-03 12:00:00,1166.26,1162.93,1168.28,1162.18,0.29
205,2020-10-03 13:00:00,1166.26,1162.93,1168.28,1162.18,0.29
206,2020-10-03 14:00:00,1166.26,1162.93,1168.28,1162.18,0.29
207,2020-10-03 15:00:00,1166.26,1162.93,1168.28,1162.18,0.29
208,2020-10-03 16:00:00,1166.26,1162.93,1168.28,1162.18,0.29
209,2020-10-03 17:00:00,1166.26,1162.93,1168.28,1162.18,0.29
210,2020-10-03 18:00:00,1166.26,1162.93,1168.28,1162.18,0.29
211,2020-10-03 19:00:00,1166.26,1162.93,1168.28,1162.18,0.29
212,2020-10-03 20:00:00,1166.26,1162.93,1168.28,1162.18,0.29
213,2020-10-03 21:00:00,1166.26,1162.93,1168.28,1162.18,0.29
214,2020-10-03 22:00:00,1166.26,1162.93,1168.28,1162.18,0.29
215,2020-10-03 23:00:00,1166.26,1162.93,1168.28,1162.18,0.29
216,2020-10-04 00:00:00,1166.26,1162.93,1168.28,1162.18,0.29
217,2020-10-04 01:00:00,1166.26,1162.93,1168.28,1162.18,0.29
218,2020-10-04 02:00:00,1166.26,1162.93,1168.28,1162.18,0.29
219,2020-10-04 03:00:00,1166.26,1162.93,1168.28,1162.18,0.29
220,2020-10-04 04:00:00,1166.26,1162.93,1168.28,1162.18,0.29
221,2020-10-04 05:00:00,1166.26,1162.93,1168.28,1162.18,0.29
222,2020-10-04 06:00:00,1166.26,1162.93,1168.28,1162.18,0.29
223,2020-10-04 07:00:00,1166.26,1162.93,1168.28,1162.18,0.29
224,2020-10-04 08:00:00,1166.26,1162.93,1168.28,1162.18,0.29
225,2020-10-04 09:00:00,1166.26,1162.93,1168.28,1162.18,0.29
226,2020-10-04 10:00:00,1166.26,1162.93,1168.28,1162.18,0.29
227,2020-10-04 11:00:00,1166.26,1162.93,1168.28,1162.18,0.29
228,2020-10-04 12:00:00,1166.26,1162.93,1168.28,1162.18,0.29
229,2020-10-04 13:00:00,1166.26,1162.93,1168.28,1162.18,0.29
230,2020-10-04 14:00:00,1166.26,1162.93,1168.28,1162.18,0.29
231,2020-10-04 15:00:00,1166.26,1162.93,1168.28,1162.18,0.29
232,2020-10-04 16:00:00,1166.26,1162.93,1168.28,1162.18,0.29
233,2020-10-04 17:00:00,1166.26,1162.93,1168.28,1162.18,0.29
234,2020-10-04 18:00:00,1166.26,1162.93,1168.28,1162.18,0.29
235,2020-10-04 19:00:00,1166.26,1162.93,1168.28,1162.18,0.29
236,2020-10-04 20:00:00,1166.26,1162.93,1168.28,1162.18,0.29
237,2020-10-04 21:00:00,1166.26,1162.93,1168.28,1162.18,0.29
238,2020-10-04 22:00:00,1166.26,1162.93,1168.28,1162.18,0.29
239,2020-10-04 23:00:00,1166.26,1162.93,1168.28,1162.18,0.29
240,2020-10-05 00:00:00,1157.12,1166.35,1167.33,1156.59,-0.78
241,2020-10-05 01:00:00,1157.12,1166.35,1167.33,1156.59,-0.78
242,2020-10-05 02:00:00,1157.12,1166.35,1167.33,1156.59,-0.78
243,2020-10-05 03:00:00,1157.12,1166.35,1167.33,1156.59,-0.78
244,2020-10-05 04:00:00,1157.12,1166.35,1167.33,1156.59,-0.78
245,2020-10-05 05:00:00,1157.12,1166.35,1167.33,1156.59,-0.78
246,2020-10-05 06:00:00,1157.12,1166.35,1167.33,1156.59,-0.78
247,2020-10-05 07:00:00,1157.12,1166.35,1167.33,1156.59,-0.78
248,2020-10-05 08:00:00,1157.12,1166.35,1167.33,1156.59,-0.78
249,2020-10-05 09:00:00,1157.12,1166.35,1167.33,1156.59,-0.78
250,2020-10-05 10:00:00,1157.12,1166.35,1167.33,1156.59,-0.78
251,2020-10-05 11:00:00,1157.12,1166.35,1167.33,1156.59,-0.78
252,2020-10-05 12:00:00,1157.12,1166.35,1167.33,1156.59,-0.78
253,2020-10-05 13:00:00,1157.12,1166.35,1167.33,1156.59,-0.78
254,2020-10-05 14:00:00,1157.12,1166.35,1167.33,1156.59,-0.78
255,2020-10-05 15:00:00,1157.12,1166.35,1167.33,1156.59,-0.78
256,2020-10-05 16:00:00,1157.12,1166.35,1167.33,1156.59,-0.78
257,2020-10-05 17:00:00,1157.12,1166.35,1167.33,1156.59,-0.78
258,2020-10-05 18:00:00,1157.12,1166.35,1167.33,1156.59,-0.78
259,2020-10-05 19:00:00,1157.12,1166.35,1167.33,1156.59,-0.78
260,2020-10-05 20:00:00,1157.12,1166.35,1167.33,1156.59,-0.78
261,2020-10-05 21:00:00,1157.12,1166.35,1167.33,1156.59,-0.78
262,2020-10-05 22:00:00,1157.12,1166.35,1167.33,1156.59,-0.78
263,2020-10-05 23:00:00,1157.12,1166.35,1167.33,1156.59,-0.78
264,2020-10-06 00:00:00,1164.37,1157.29,1166.07,1156.42,0.63
265,2020-10-06 01:00:00,1164.37,1157.29,1166.07,1156.42,0.63
266,2020-10-06 02:00:00,1164.37,1157.29,1166.07,1156.42,0.63
267,2020-10-06 03:00:00,1164.37,1157.29,1166.07,1156.42,0.63
268,2020-10-06 04:00:00,1164.37,1157.29,1166.07,1156.42,0.63
269,2020-10-06 05:00:00,1164.37,1157.29,1166.07,1156.42,0.63
270,2020-10-06 06:00:00,1164.37,1157.29,1166.07,1156.42,0.63
271,2020-10-06 07:00:00,1164.37,1157.29,1166.07,1156.42,0.63
272,2020-10-06 08:00:00,1164.37,1157.29,1166.07,1156.42,0.63
273,2020-10-06 09:00:00,1164.37,1157.29,1166.07,1156.42,0.63
274,2020-10-06 10:00:00,1164.37,1157.29,1166.07,1156.42,0.63
275,2020-10-06 11:00:00,1164.37,1157.29,1166.07,1156.42,0.63
276,2020-10-06 12:00:00,1164.37,1157.29,1166.07,1156.42,0.63
277,2020-10-06 13:00:00,1164.37,1157.29,1166.07,1156.42,0.63
278,2020-10-06 14:00:00,1164.37,1157.29,1166.07,1156.42,0.63
279,2020-10-06 15:00:00,1164.37,1157.29,1166.07,1156.42,0.63
280,2020-10-06 16:00:00,1164.37,1157.29,1166.07,1156.42,0.63
281,2020-10-06 17:00:00,1164.37,1157.29,1166.07,1156.42,0.63
282,2020-10-06 18:00:00,1164.37,1157.29,1166.07,1156.42,0.63
283,2020-10-06 19:00:00,1164.37,1157.29,1166.07,1156.42,0.63
284,2020-10-06 20:00:00,1164.37,1157.29,1166.07,1156.42,0.63
285,2020-10-06 21:00:00,1164.37,1157.29,1166.07,1156.42,0.63
286,2020-10-06 22:00:00,1164.37,1157.29,1166.07,1156.42,0.63
287,2020-10-06 23:00:00,1164.37,1157.29,1166.07,1156.42,0.63
288,2020-10-07 00:00:00,1157.26,1164.87,1166.56,1156.14,-0.61
289,2020-10-07 01:00:00,1157.26,1164.87,1166.56,1156.14,-0.61
290,2020-10-07 02:00:00,1157.26,1164.87,1166.56,1156.14,-0.61
291,2020-10-07 03:00:00,1157.26,1164.87,1166.56,1156.14,-0.61
292,2020-10-07 04:00:00,1157.26,1164.87,1166.56,1156.14,-0.61
293,2020-10-07 05:00:00,1157.26,1164.87,1166.56,1156.14,-0.61
294,2020-10-07 06:00:00,1157.26,1164.87,1166.56,1156.14,-0.61
295,2020-10-07 07:00:00,1157.26,1164.87,1166.56,1156.14,-0.61
296,2020-10-07 08:00:00,1157.26,1164.87,1166.56,1156.14,-0.61
297,2020-10-07 09:00:00,1157.26,1164.87,1166.56,1156.14,-0.61
298,2020-10-07 10:00:00,1157.26,1164.87,1166.56,1156.14,-0.61
299,2020-10-07 11:00:00,1157.26,1164.87,1166.56,1156.14,-0.61
300,2020-10-07 12:00:00,1157.26,1164.87,1166.56,1156.14,-0.61
301,2020-10-07 13:00:00,1157.26,1164.87,1166.56,1156.14,-0.61
302,2020-10-07 14:00:00,1157.26,1164.87,1166.56,1156.14,-0.61
303,2020-10-07 15:00:00,1157.26,1164.87,1166.56,1156.14,-0.61
304,2020-10-07 16:00:00,1157.26,1164.87,1166.56,1156.14,-0.61
305,2020-10-07 17:00:00,1157.26,1164.87,1166.56,1156.14,-0.61
306,2020-10-07 18:00:00,1157.26,1164.87,1166.56,1156.14,-0.61
307,2020-10-07 19:00:00,1157.26,1164.87,1166.56,1156.14,-0.61
308,2020-10-07 20:00:00,1157.26,1164.87,1166.56,1156.14,-0.61
309,2020-10-07 21:00:00,1157.26,1164.87,1166.56,1156.14,-0.61
310,2020-10-07 22:00:00,1157.26,1164.87,1166.56,1156.14,-0.61
311,2020-10-07 23:00:00,1157.26,1164.87,1166.56,1156.14,-0.61
312,2020-10-08 00:00:00,1151.11,1157.38,1159.31,1150.43,-0.53
313,2020-10-08 01:00:00,1151.11,1157.38,1159.31,1150.43,-0.53
314,2020-10-08 02:00:00,1151.11,1157.38,1159.31,1150.43,-0.53
315,2020-10-08 03:00:00,1151.11,1157.38,1159.31,1150.43,-0.53
316,2020-10-08 04:00:00,1151.11,1157.38,1159.31,1150.43,-0.53
317,2020-10-08 05:00:00,1151.11,1157.38,1159.31,1150.43,-0.53
318,2020-10-08 06:00:00,1151.11,1157.38,1159.31,1150.43,-0.53
319,2020-10-08 07:00:00,1151.11,1157.38,1159.31,1150.43,-0.53
320,2020-10-08 08:00:00,1151.11,1157.38,1159.31,1150.43,-0.53
321,2020-10-08 09:00:00,1151.11,1157.38,1159.31,1150.43,-0.53
322,2020-10-08 10:00:00,1151.11,1157.38,1159.31,1150.43,-0.53
323,2020-10-08 11:00:00,1151.11,1157.38,1159.31,1150.43,-0.53
324,2020-10-08 12:00:00,1151.11,1157.38,1159.31,1150.43,-0.53
325,2020-10-08 13:00:00,1151.11,1157.38,1159.31,1150.43,-0.53
326,2020-10-08 14:00:00,1151.11,1157.38,1159.31,1150.43,-0.53
327,2020-10-08 15:00:00,1151.11,1157.38,1159.31,1150.43,-0.53
328,2020-10-08 16:00:00,1151.11,1157.38,1159.31,1150.43,-0.53
329,2020-10-08 17:00:00,1151.11,1157.38,1159.31,1150.43,-0.53
330,2020-10-08 18:00:00,1151.11,1157.38,1159.31,1150.43,-0.53
331,2020-10-08 19:00:00,1151.11,1157.38,1159.31,1150.43,-0.53
332,2020-10-08 20:00:00,1151.11,1157.38,1159.31,1150.43,-0.53
333,2020-10-08 21:00:00,1151.11,1157.38,1159.31,1150.43,-0.53
334,2020-10-08 22:00:00,1151.11,1157.38,1159.31,1150.43,-0.53
335,2020-10-08 23:00:00,1151.11,1157.38,1159.31,1150.43,-0.53
336,2020-10-09 00:00:00,1143.52,1151.22,1151.87,1141.86,-0.66
337,2020-10-09 01:00:00,1143.52,1151.22,1151.87,1141.86,-0.66
338,2020-10-09 02:00:00,1143.52,1151.22,1151.87,1141.86,-0.66
339,2020-10-09 03:00:00,1143.52,1151.22,1151.87,1141.86,-0.66
340,2020-10-09 04:00:00,1143.52,1151.22,1151.87,1141.86,-0.66
341,2020-10-09 05:00:00,1143.52,1151.22,1151.87,1141.86,-0.66
342,2020-10-09 06:00:00,1143.52,1151.22,1151.87,1141.86,-0.66
343,2020-10-09 07:00:00,1143.52,1151.22,1151.87,1141.86,-0.66
344,2020-10-09 08:00:00,1143.52,1151.22,1151.87,1141.86,-0.66
345,2020-10-09 09:00:00,1143.52,1151.22,1151.87,1141.86,-0.66
346,2020-10-09 10:00:00,1143.52,1151.22,1151.87,1141.86,-0.66
347,2020-10-09 11:00:00,1143.52,1151.22,1151.87,1141.86,-0.66
348,2020-10-09 12:00:00,1143.52,1151.22,1151.87,1141.86,-0.66
349,2020-10-09 13:00:00,1143.52,1151.22,1151.87,1141.86,-0.66
350,2020-10-09 14:00:00,1143.52,1151.22,1151.87,1141.86,-0.66
351,2020-10-09 15:00:00,1143.52,1151.22,1151.87,1141.86,-0.66
352,2020-10-09 16:00:00,1143.52,1151.22,1151.87,1141.86,-0.66
353,2020-10-09 17:00:00,1143.52,1151.22,1151.87,1141.86,-0.66
