,date,close
0,2021-09-27 09:00:00,0.0
1,2021-09-27 09:01:00,0.0
2,2021-09-27 09:02:00,0.0
3,2021-09-27 09:03:00,0.0
4,2021-09-27 09:04:00,0.0
5,2021-09-27 09:05:00,0.0
6,2021-09-27 09:06:00,0.0
7,2021-09-27 09:07:00,0.0
8,2021-09-27 09:08:00,0.0
9,2021-09-27 09:09:00,0.0
10,2021-09-27 09:10:00,0.0
11,2021-09-27 09:11:00,0.0
12,2021-09-27 09:12:00,0.0
13,2021-09-27 09:13:00,0.0
14,2021-09-27 09:14:00,0.0
15,2021-09-27 09:15:00,0.0
16,2021-09-27 09:16:00,0.0
17,2021-09-27 09:17:00,0.0
18,2021-09-27 09:18:00,0.0
19,2021-09-27 09:19:00,0.0
20,2021-09-27 09:20:00,0.0
21,2021-09-27 09:21:00,0.0
22,2021-09-27 09:22:00,0.0
23,2021-09-27 09:23:00,0.0
24,2021-09-27 09:24:00,0.0
25,2021-09-27 09:25:00,0.0
26,2021-09-27 09:26:00,0.0
27,2021-09-27 09:27:00,0.0
28,2021-09-27 09:28:00,0.0
29,2021-09-27 09:29:00,0.0
30,2021-09-27 09:30:00,0.0
31,2021-09-27 09:31:00,0.0
32,2021-09-27 09:32:00,0.0
33,2021-09-27 09:33:00,0.0
34,2021-09-27 09:34:00,0.0
35,2021-09-27 09:35:00,0.0
36,2021-09-27 09:36:00,0.0
37,2021-09-27 09:37:00,0.0
38,2021-09-27 09:38:00,0.0
39,2021-09-27 09:39:00,0.0
40,2021-09-27 09:40:00,0.0
41,2021-09-27 09:41:00,0.0
42,2021-09-27 09:42:00,0.0
43,2021-09-27 09:43:00,0.0
44,2021-09-27 09:44:00,0.0
45,2021-09-27 09:45:00,0.0
46,2021-09-27 09:46:00,0.0
47,2021-09-27 09:47:00,0.0
48,2021-09-27 09:48:00,0.0
49,2021-09-27 09:49:00,0.0
50,2021-09-27 09:50:00,0.0
51,2021-09-27 09:51:00,0.0
52,2021-09-27 09:52:00,0.0
53,2021-09-27 09:53:00,0.0
54,2021-09-27 09:54:00,0.0
55,2021-09-27 09:55:00,0.0
56,2021-09-27 09:56:00,0.0
57,2021-09-27 09:57:00,0.0
58,2021-09-27 09:58:00,0.0
59,2021-09-27 09:59:00,0.0
60,2021-09-27 10:00:00,0.0
61,2021-09-27 10:01:00,0.0
62,2021-09-27 10:02:00,0.0
63,2021-09-27 10:03:00,0.0
64,2021-09-27 10:04:00,0.0
65,2021-09-27 10:05:00,0.0
66,2021-09-27 10:06:00,0.0
67,2021-09-27 10:07:00,0.0
68,2021-09-27 10:08:00,0.0
69,2021-09-27 10:09:00,0.0
70,2021-09-27 10:10:00,0.0
71,2021-09-27 10:11:00,0.0
72,2021-09-27 10:12:00,0.0
73,2021-09-27 10:13:00,0.0
74,2021-09-27 10:14:00,0.0
75,2021-09-27 10:15:00,0.0
76,2021-09-27 10:16:00,0.0
77,2021-09-27 10:17:00,0.0
78,2021-09-27 10:18:00,0.0
79,2021-09-27 10:19:00,0.0
80,2021-09-27 10:20:00,0.0
81,2021-09-27 10:21:00,0.0
82,2021-09-27 10:22:00,0.0
83,2021-09-27 10:23:00,0.0
84,2021-09-27 10:24:00,0.0
85,2021-09-27 10:25:00,0.0
86,2021-09-27 10:26:00,0.0
87,2021-09-27 10:27:00,0.0
88,2021-09-27 10:28:00,0.0
89,2021-09-27 10:29:00,0.0
90,2021-09-27 10:30:00,0.0
91,2021-09-27 10:31:00,0.0
92,2021-09-27 10:32:00,0.0
93,2021-09-27 10:33:00,0.0
94,2021-09-27 10:34:00,0.0
95,2021-09-27 10:35:00,0.0
96,2021-09-27 10:36:00,0.0
97,2021-09-27 10:37:00,0.0
98,2021-09-27 10:38:00,0.0
99,2021-09-27 10:39:00,0.0
100,2021-09-27 10:40:00,0.0
101,2021-09-27 10:41:00,0.0
102,2021-09-27 10:42:00,0.0
103,2021-09-27 10:43:00,0.0
104,2021-09-27 10:44:00,0.0
105,2021-09-27 10:45:00,0.0
106,2021-09-27 10:46:00,0.0
107,2021-09-27 10:47:00,0.0
108,2021-09-27 10:48:00,0.0
109,2021-09-27 10:49:00,0.0
110,2021-09-27 10:50:00,0.0
111,2021-09-27 10:51:00,0.0
112,2021-09-27 10:52:00,0.0
113,2021-09-27 10:53:00,0.0
114,2021-09-27 10:54:00,0.0
115,2021-09-27 10:55:00,0.0
116,2021-09-27 10:56:00,0.0
117,2021-09-27 10:57:00,0.0
118,2021-09-27 10:58:00,0.0
119,2021-09-27 10:59:00,0.0
120,2021-09-27 11:00:00,0.0
121,2021-09-27 11:01:00,0.0
122,2021-09-27 11:02:00,0.0
123,2021-09-27 11:03:00,0.0
124,2021-09-27 11:04:00,0.0
125,2021-09-27 11:05:00,0.0
126,2021-09-27 11:06:00,0.0
127,2021-09-27 11:07:00,0.0
128,2021-09-27 11:08:00,0.0
129,2021-09-27 11:09:00,0.0
130,2021-09-27 11:10:00,0.0
131,2021-09-27 11:11:00,0.0
132,2021-09-27 11:12:00,0.0
133,2021-09-27 11:13:00,0.0
134,2021-09-27 11:14:00,0.0
135,2021-09-27 11:15:00,0.0
136,2021-09-27 11:16:00,0.0
137,2021-09-27 11:17:00,0.0
138,2021-09-27 11:18:00,0.0
139,2021-09-27 11:19:00,0.0
140,2021-09-27 11:20:00,0.0
141,2021-09-27 11:21:00,0.0
142,2021-09-27 11:22:00,0.0
143,2021-09-27 11:23:00,0.0
144,2021-09-27 11:24:00,0.0
145,2021-09-27 11:25:00,0.0
146,2021-09-27 11:26:00,0.0
147,2021-09-27 11:27:00,0.0
148,2021-09-27 11:28:00,0.0
149,2021-09-27 11:29:00,0.0
150,2021-09-27 11:30:00,0.0
151,2021-09-27 11:31:00,0.0
152,2021-09-27 11:32:00,0.0
