date,open,high,low,close,volume,value
2021-09-27 09:01:00,4845.0,4850.0,4830.0,4845.0,37056.05367558,179346256.88827536
2021-09-27 09:02:00,4845.0,4855.0,4845.0,4845.0,2950.01339705,14301201.41063735
2021-09-27 09:03:00,4845.0,4855.0,4845.0,4850.0,8439.73930675,40893633.5675247
2021-09-27 09:04:00,4855.0,4865.0,4855.0,4865.0,9475.87364123,46027318.73992145
2021-09-27 09:05:00,4860.0,4865.0,4855.0,4855.0,4511.56944317,21921933.60497205
2021-09-27 09:06:00,4855.0,4855.0,4835.0,4835.0,14144.54111611,68576102.79118185
2021-09-27 09:07:00,4835.0,4840.0,4825.0,4825.0,17844.37739106,86171881.36133145
2021-09-27 09:08:00,4825.0,4835.0,4825.0,4830.0,4988.37187528,24076316.3137043
2021-09-27 09:09:00,4830.0,4835.0,4820.0,4820.0,8508.18614599,41081572.6696209
2021-09-27 09:10:00,4820.0,4825.0,4810.0,4825.0,10752.12807884,51784789.67069665
2021-09-27 09:11:00,4825.0,4830.0,4815.0,4820.0,14962.697535,72188366.1385427
2021-09-27 09:12:00,4825.0,4825.0,4815.0,4815.0,7095.39520761,34189057.6022452
2021-09-27 09:13:00,4815.0,4815.0,4805.0,4810.0,7627.46313687,36687529.72217195
2021-09-27 09:14:00,4810.0,4815.0,4810.0,4810.0,3736.6593767,17977280.62129595
2021-09-27 09:15:00,4810.0,4810.0,4800.0,4800.0,6955.52611478,33418936.08469165
2021-09-27 09:16:00,4800.0,4805.0,4785.0,4795.0,12595.82836875,60381186.9809165
2021-09-27 09:17:00,4790.0,4795.0,4790.0,4795.0,13995.49184587,67054117.41393565
2021-09-27 09:18:00,4795.0,4805.0,4795.0,4805.0,5075.01223961,24354474.2560007
2021-09-27 09:19:00,4805.0,4805.0,4795.0,4795.0,8140.39777975,39052655.63633545
2021-09-27 09:20:00,4795.0,4795.0,4790.0,4790.0,7486.41085908,35889709.99474245
2021-09-27 09:21:00,4790.0,4795.0,4790.0,4795.0,2812.80053453,13478577.93379595
