ts,o,h,l,c
2019/11/16,179.99000000,183.46000000,179.30000000,182.37000000
2019/11/17,182.37000000,186.09000000,180.00000000,183.82000000
2019/11/18,183.82000000,184.06000000,175.01000000,178.20000000
2019/11/19,178.20000000,178.52000000,172.65000000,175.94000000
2019/11/20,175.93000000,177.41000000,173.50000000,174.72000000
2019/11/21,174.75000000,175.85000000,157.26000000,161.01000000
2019/11/22,161.02000000,162.79000000,138.00000000,149.56000000
2019/11/23,149.55000000,154.33000000,146.11000000,151.84000000
2019/11/24,151.84000000,152.86000000,138.62000000,139.96000000
2019/11/25,139.99000000,151.50000000,131.45000000,145.69000000
2019/11/26,145.81000000,149.97000000,143.37000000,147.47000000
2019/11/27,147.47000000,155.54000000,140.84000000,152.62000000
2019/11/28,152.61000000,154.63000000,149.09000000,150.72000000
2019/11/29,150.69000000,157.60000000,150.23000000,154.57000000
2019/11/30,154.54000000,155.25000000,149.70000000,151.37000000
2019/12/01,151.43000000,152.49000000,145.79000000,150.73000000
2019/12/02,150.72000000,151.42000000,146.71000000,148.65000000
2019/12/03,148.66000000,149.93000000,145.77000000,147.17000000
2019/12/04,147.19000000,151.98000000,143.15000000,145.38000000
2019/12/05,145.45000000,149.02000000,143.64000000,148.10000000
2019/12/06,148.11000000,149.77000000,145.74000000,148.45000000
2019/12/07,148.46000000,149.49000000,146.85000000,147.14000000
2019/12/08,147.16000000,151.62000000,146.11000000,150.44000000
2019/12/09,150.44000000,151.19000000,146.56000000,147.38000000
2019/12/10,147.40000000,148.57000000,143.81000000,145.56000000
2019/12/11,145.53000000,146.34000000,142.12000000,143.39000000
2019/12/12,143.41000000,145.85000000,139.24000000,144.87000000
2019/12/13,144.87000000,146.00000000,142.80000000,144.80000000
2019/12/14,144.80000000,145.07000000,141.18000000,141.79000000
2019/12/15,141.79000000,144.12000000,139.92000000,142.46000000
2019/12/16,142.46000000,142.72000000,127.93000000,132.73000000
2019/12/17,132.72000000,132.98000000,119.11000000,121.88000000
2019/12/18,121.88000000,134.87000000,116.26000000,132.78000000
2019/12/19,132.80000000,134.00000000,125.69000000,128.10000000
2019/12/20,128.10000000,129.39000000,125.84000000,128.19000000
2019/12/21,128.19000000,128.40000000,126.50000000,126.99000000
2019/12/22,127.00000000,133.07000000,126.82000000,132.09000000
2019/12/23,132.12000000,135.10000000,126.00000000,127.80000000
2019/12/24,127.80000000,129.69000000,126.61000000,127.75000000
2019/12/25,127.70000000,127.84000000,123.07000000,125.09000000
2019/12/26,125.09000000,132.26000000,124.32000000,125.58000000
2019/12/27,125.58000000,127.10000000,121.91000000,126.29000000
2019/12/28,126.28000000,129.68000000,125.84000000,128.11000000
2019/12/29,128.11000000,138.07000000,127.52000000,134.36000000
2019/12/30,134.36000000,136.24000000,130.30000000,131.59000000
