ts,o,h,l,c
2020/10/15,11417.89000000,11617.34000000,11250.83000000,11505.12000000
2020/10/16,11505.13000000,11541.15000000,11200.00000000,11319.32000000
2020/10/17,11319.24000000,11402.42000000,11255.00000000,11360.20000000
2020/10/18,11360.31000000,11505.00000000,11346.22000000,11503.14000000
2020/10/19,11503.14000000,11823.99000000,11407.96000000,11751.47000000
2020/10/20,11751.46000000,12038.38000000,11677.59000000,11909.99000000
2020/10/21,11910.00000000,13217.68000000,11886.95000000,12780.96000000
2020/10/22,12780.75000000,13185.00000000,12678.08000000,12968.52000000
2020/10/23,12968.84000000,13027.69000000,12720.08000000,12923.07000000
2020/10/24,12923.06000000,13166.73000000,12870.00000000,13111.73000000
2020/10/25,13111.73000000,13350.00000000,12888.00000000,13028.83000000
2020/10/26,13029.64000000,13238.81000000,12765.00000000,13052.19000000
2020/10/27,13052.15000000,13789.29000000,13019.87000000,13636.17000000
2020/10/28,13636.16000000,13859.48000000,12888.00000000,13266.40000000
2020/10/29,13266.40000000,13642.91000000,12920.77000000,13455.70000000
2020/10/30,13455.69000000,13669.98000000,13115.00000000,13560.10000000
2020/10/31,13560.10000000,14100.00000000,13411.50000000,13791.00000000
2020/11/01,13791.00000000,13895.00000000,13603.00000000,13761.50000000
2020/11/02,13761.49000000,13830.00000000,13195.05000000,13549.37000000
2020/11/03,13549.63000000,14066.11000000,13284.99000000,14023.53000000
2020/11/04,14023.53000000,14259.00000000,13525.00000000,14144.01000000
2020/11/05,14144.01000000,15750.00000000,14093.56000000,15590.02000000
2020/11/06,15590.02000000,15960.00000000,15166.00000000,15579.92000000
2020/11/07,15579.93000000,15753.52000000,14344.22000000,14818.30000000
2020/11/08,14818.30000000,15650.00000000,14703.88000000,15475.10000000
2020/11/09,15475.10000000,15840.00000000,14805.54000000,15328.41000000
2020/11/10,15328.41000000,15460.00000000,15072.46000000,15297.21000000
2020/11/11,15297.21000000,15965.00000000,15272.68000000,15684.24000000
2020/11/12,15684.25000000,16340.70000000,15440.64000000,16291.86000000
2020/11/13,16291.85000000,16480.00000000,15952.35000000,16320.70000000
2020/11/14,16320.04000000,16326.99000000,15670.00000000,16070.45000000
2020/11/15,16069.56000000,16180.00000000,15774.72000000,15957.00000000
2020/11/16,15957.00000000,16880.00000000,15864.00000000,16713.57000000
2020/11/17,16713.08000000,17858.82000000,16538.00000000,17659.38000000
2020/11/18,17659.38000000,18476.93000000,17214.45000000,17776.12000000
2020/11/19,17777.75000000,18179.80000000,17335.65000000,17802.82000000
2020/11/20,17802.81000000,18815.22000000,17740.04000000,18655.67000000
2020/11/21,18655.66000000,18965.90000000,18308.58000000,18703.80000000
2020/11/22,18703.80000000,18750.00000000,17610.86000000,18414.43000000
2020/11/23,18413.88000000,18766.00000000,18000.00000000,18368.00000000
2020/11/24,18368.01000000,19418.97000000,18018.00000000,19160.01000000
2020/11/25,19160.00000000,19484.21000000,18500.27000000,18719.11000000
2020/11/26,18718.83000000,18915.03000000,16188.00000000,17149.47000000
2020/11/27,17149.47000000,17457.62000000,16438.08000000,17139.52000000
2020/11/28,17139.53000000,17880.49000000,16865.56000000,17719.85000000
2020/11/29,17719.84000000,18360.05000000,17517.00000000,18184.99000000
2020/11/30,18185.00000000,19863.16000000,18184.99000000,19695.87000000
2020/12/01,19695.87000000,19888.00000000,18001.12000000,18764.96000000
2020/12/02,18764.96000000,19342.00000000,18330.00000000,19204.09000000
2020/12/03,19204.08000000,19598.00000000,18867.20000000,19421.90000000
2020/12/04,19422.34000000,19527.00000000,18565.31000000,18650.52000000
2020/12/05,18650.51000000,19177.00000000,18500.00000000,19147.66000000
2020/12/06,19147.66000000,19420.00000000,18857.00000000,19359.40000000
2020/12/07,19358.67000000,19420.91000000,18902.88000000,19166.90000000
2020/12/08,19166.90000000,19294.84000000,18200.00000000,18324.11000000
2020/12/09,18324.11000000,18639.57000000,17650.00000000,18541.28000000
2020/12/10,18541.29000000,18557.32000000,17911.12000000,18254.63000000
2020/12/11,18254.81000000,18292.73000000,17572.33000000,18036.53000000
2020/12/12,18036.53000000,18948.66000000,18020.70000000,18808.69000000
2020/12/13,18808.69000000,19411.00000000,18711.12000000,19174.99000000
2020/12/14,19174.99000000,19349.00000000,19000.00000000,19273.14000000
2020/12/15,19273.69000000,19570.00000000,19050.00000000,19426.43000000
2020/12/16,19426.43000000,21560.00000000,19278.60000000,21335.52000000
2020/12/17,21335.52000000,23800.00000000,21230.00000000,22797.16000000
2020/12/18,22797.15000000,23285.18000000,22350.00000000,23107.39000000
2020/12/19,23107.39000000,24171.47000000,22750.00000000,23821.61000000
2020/12/20,23821.60000000,24295.00000000,23060.00000000,23455.52000000
2020/12/21,23455.54000000,24102.77000000,21815.00000000,22719.71000000
2020/12/22,22719.88000000,23837.10000000,22353.40000000,23810.79000000
2020/12/23,23810.79000000,24100.00000000,22600.00000000,23232.76000000
2020/12/24,23232.39000000,23794.43000000,22703.42000000,23729.20000000
2020/12/25,23728.99000000,24789.86000000,23433.60000000,24712.47000000
2020/12/26,24712.47000000,26867.03000000,24500.00000000,26493.39000000
2020/12/27,26493.40000000,28422.00000000,25700.00000000,26281.66000000
2020/12/28,26281.54000000,27500.00000000,26101.00000000,27079.41000000
2020/12/29,27079.42000000,27410.00000000,25880.00000000,27385.00000000
2020/12/30,27385.00000000,28996.00000000,27320.00000000,28875.54000000
2020/12/31,28875.55000000,29300.00000000,27850.00000000,28923.63000000
2021/01/01,28923.63000000,29600.00000000,28624.57000000,29331.69000000
2021/01/02,29331.70000000,33300.00000000,28946.53000000,32178.33000000
2021/01/03,32176.45000000,34778.11000000,31962.99000000,33000.05000000
2021/01/04,33000.05000000,33600.00000000,28130.00000000,31988.71000000
2021/01/05,31989.75000000,34360.00000000,29900.00000000,33949.53000000
2021/01/06,33949.53000000,36939.21000000,33288.00000000,36769.36000000
2021/01/07,36769.36000000,40365.00000000,36300.00000000,39432.28000000
2021/01/08,39432.48000000,41950.00000000,36500.00000000,40582.81000000
2021/01/09,40586.96000000,41380.00000000,38720.00000000,40088.22000000
2021/01/10,40088.22000000,41350.00000000,35111.11000000,38150.02000000
2021/01/11,38150.02000000,38264.74000000,30420.00000000,35404.47000000
2021/01/12,35410.37000000,36628.00000000,32531.00000000,34051.24000000
2021/01/13,34049.15000000,37850.00000000,32380.00000000,37371.38000000
2021/01/14,37371.38000000,40100.00000000,36701.23000000,39144.50000000
2021/01/15,39145.21000000,39747.76000000,34408.00000000,36742.22000000
2021/01/16,36737.43000000,37950.00000000,35357.80000000,35994.98000000
2021/01/17,35994.98000000,36852.50000000,33850.00000000,35828.61000000
2021/01/18,35824.99000000,37469.83000000,34800.00000000,36631.27000000
2021/01/19,36622.46000000,37850.00000000,35844.06000000,35891.49000000
2021/01/20,35901.94000000,36415.31000000,33400.00000000,35468.23000000
2021/01/21,35468.23000000,35600.00000000,30071.00000000,30850.13000000
2021/01/22,30851.99000000,33826.53000000,28850.00000000,32945.17000000
2021/01/23,32950.00000000,33456.00000000,31390.16000000,32078.00000000
2021/01/24,32078.00000000,33071.00000000,30900.00000000,32259.90000000
2021/01/25,32259.45000000,34875.00000000,31910.00000000,32254.20000000
2021/01/26,32254.19000000,32921.88000000,30837.37000000,32467.77000000
2021/01/27,32464.01000000,32557.29000000,29241.72000000,30366.15000000
2021/01/28,30362.19000000,33783.98000000,29842.10000000,33364.86000000
2021/01/29,33368.18000000,38531.90000000,31915.40000000,34252.20000000
2021/01/30,34246.28000000,34933.00000000,32825.00000000,34262.88000000
2021/01/31,34262.89000000,34342.69000000,32171.67000000,33092.98000000
2021/02/01,33092.97000000,34717.27000000,32296.16000000,33526.37000000
2021/02/02,33517.09000000,35984.33000000,33418.00000000,35466.24000000
2021/02/03,35472.71000000,37662.63000000,35362.38000000,37618.87000000
2021/02/04,37620.26000000,38708.27000000,36161.95000000,36936.66000000
2021/02/05,36936.65000000,38310.12000000,36570.00000000,38290.24000000
2021/02/06,38289.32000000,40955.51000000,38215.94000000,39186.94000000
2021/02/07,39181.01000000,39700.00000000,37351.00000000,38795.69000000
2021/02/08,38795.69000000,46794.45000000,37988.89000000,46374.87000000
2021/02/09,46374.86000000,48142.19000000,44961.09000000,46420.42000000
2021/02/10,46420.42000000,47310.00000000,43727.00000000,44807.58000000
2021/02/11,44807.58000000,48678.90000000,43994.02000000,47969.51000000
2021/02/12,47968.66000000,48985.80000000,46125.00000000,47287.60000000
2021/02/13,47298.15000000,48150.00000000,46202.53000000,47153.69000000
2021/02/14,47156.78000000,49707.43000000,47014.17000000,48577.79000000
2021/02/15,48580.47000000,49010.92000000,45570.79000000,47911.10000000
2021/02/16,47911.10000000,50689.18000000,47003.62000000,49133.45000000
2021/02/17,49133.45000000,52618.74000000,48947.00000000,52119.71000000
2021/02/18,52117.67000000,52530.00000000,50901.90000000,51552.60000000
2021/02/19,51552.61000000,56368.00000000,50710.20000000,55906.00000000
2021/02/20,55906.00000000,57700.46000000,53863.93000000,55841.19000000
2021/02/21,55841.19000000,58352.80000000,55477.59000000,57408.57000000
2021/02/22,57412.35000000,57508.47000000,47622.00000000,54087.67000000
2021/02/23,54087.67000000,54183.59000000,44892.56000000,48891.00000000
2021/02/24,48891.00000000,51374.99000000,46988.69000000,49676.20000000
2021/02/25,49676.21000000,52041.73000000,46674.34000000,47073.73000000
2021/02/26,47073.73000000,48424.11000000,44106.78000000,46276.87000000
2021/02/27,46276.88000000,48394.00000000,45000.00000000,46106.43000000
2021/02/28,46103.67000000,46638.46000000,43000.00000000,45135.66000000
2021/03/01,45134.11000000,49790.00000000,44950.53000000,49587.03000000
2021/03/02,49595.76000000,50200.00000000,47047.60000000,48440.65000000
2021/03/03,48436.61000000,52640.00000000,48100.71000000,50349.37000000
2021/03/04,50349.37000000,51773.88000000,47500.00000000,48374.09000000
2021/03/05,48374.09000000,49448.93000000,46300.00000000,48751.71000000
2021/03/06,48746.81000000,49200.00000000,47070.00000000,48882.20000000
2021/03/07,48882.20000000,51450.03000000,48882.20000000,50971.75000000
2021/03/08,50959.11000000,52402.78000000,49274.67000000,52375.17000000
2021/03/09,52375.18000000,54895.00000000,51789.41000000,54884.50000000
2021/03/10,54874.67000000,57387.69000000,53005.00000000,55851.59000000
2021/03/11,55851.59000000,58150.00000000,54272.82000000,57773.16000000
2021/03/12,57773.15000000,58081.51000000,54962.84000000,57221.72000000
2021/03/13,57221.72000000,61844.00000000,56078.23000000,61188.39000000
2021/03/14,61188.38000000,61724.79000000,58966.78000000,58968.31000000
2021/03/15,58976.08000000,60633.43000000,54600.00000000,55605.20000000
2021/03/16,55605.20000000,56938.29000000,53271.34000000,56900.75000000
2021/03/17,56900.74000000,58974.73000000,54123.69000000,58912.97000000
2021/03/18,58912.97000000,60129.97000000,57023.00000000,57648.16000000
2021/03/19,57641.00000000,59468.00000000,56270.74000000,58030.01000000
2021/03/20,58030.01000000,59880.00000000,57820.17000000,58102.28000000
2021/03/21,58100.02000000,58589.10000000,55450.11000000,57351.56000000
2021/03/22,57351.56000000,58430.73000000,53650.00000000,54083.25000000
2021/03/23,54083.25000000,55830.90000000,53000.00000000,54340.89000000
2021/03/24,54342.80000000,57200.00000000,51700.00000000,52303.65000000
2021/03/25,52303.66000000,53287.00000000,50427.56000000,51293.78000000
2021/03/26,51293.78000000,55073.46000000,51214.60000000,55025.59000000
2021/03/27,55025.59000000,56700.36000000,53950.00000000,55817.14000000
2021/03/28,55817.14000000,56559.75000000,54691.84000000,55777.63000000
2021/03/29,55777.65000000,58405.82000000,54800.01000000,57635.47000000
2021/03/30,57635.46000000,59368.00000000,57071.35000000,58746.57000000
2021/03/31,58746.57000000,59800.00000000,56769.00000000,58740.55000000
2021/04/01,58739.46000000,59490.00000000,57935.45000000,58720.44000000
2021/04/02,58720.45000000,60200.00000000,58428.57000000,58950.01000000
2021/04/03,58950.01000000,59791.72000000,56880.00000000,57051.94000000
2021/04/04,57051.95000000,58492.85000000,56388.00000000,58202.01000000
2021/04/05,58202.01000000,59272.00000000,56777.77000000,59129.99000000
2021/04/06,59129.99000000,59495.24000000,57413.02000000,57991.15000000
2021/04/07,57990.03000000,58655.00000000,55473.00000000,55953.45000000
2021/04/08,55953.44000000,58153.31000000,55700.00000000,58077.52000000
2021/04/09,58077.52000000,58894.90000000,57654.00000000,58142.54000000
2021/04/10,58142.55000000,61500.00000000,57900.01000000,59769.13000000
2021/04/11,59769.13000000,60699.00000000,59232.52000000,60002.43000000
2021/04/12,59998.80000000,61300.00000000,59350.59000000,59860.00000000
2021/04/13,59860.01000000,63777.77000000,59805.15000000,63575.00000000
2021/04/14,63575.01000000,64854.00000000,61301.00000000,62959.53000000
2021/04/15,62959.53000000,63800.00000000,62020.00000000,63159.98000000
2021/04/16,63158.74000000,63520.61000000,60000.00000000,61334.80000000
2021/04/17,61334.81000000,62506.05000000,59580.91000000,60006.66000000
2021/04/18,60006.67000000,60499.00000000,50931.30000000,56150.01000000
2021/04/19,56150.01000000,57526.81000000,54221.58000000,55633.14000000
2021/04/20,55633.14000000,57076.24000000,53329.96000000,56425.00000000
2021/04/21,56425.00000000,56757.91000000,53536.02000000,53787.63000000
2021/04/22,53787.62000000,55521.48000000,50500.00000000,51690.96000000
2021/04/23,51690.95000000,52131.85000000,47500.00000000,51125.14000000
2021/04/24,51110.56000000,51166.22000000,48657.14000000,50047.84000000
2021/04/25,50047.84000000,50567.91000000,46930.00000000,49066.77000000
2021/04/26,49066.76000000,54356.62000000,48753.44000000,54001.39000000
2021/04/27,54001.38000000,55460.00000000,53222.00000000,55011.97000000
2021/04/28,55011.97000000,56428.00000000,53813.16000000,54846.22000000
2021/04/29,54846.23000000,55195.84000000,52330.94000000,53555.00000000
2021/04/30,53555.00000000,57963.00000000,53013.01000000,57694.27000000
2021/05/01,57697.25000000,58458.07000000,56956.14000000,57800.37000000
2021/05/02,57797.35000000,57911.02000000,56035.25000000,56578.21000000
2021/05/03,56578.21000000,58981.44000000,56435.00000000,57169.39000000
2021/05/04,57169.39000000,57200.00000000,53046.69000000,53200.01000000
2021/05/05,53205.05000000,58069.82000000,52900.00000000,57436.11000000
2021/05/06,57436.11000000,58360.00000000,55200.00000000,56393.68000000
2021/05/07,56393.68000000,58650.00000000,55241.63000000,57314.75000000
2021/05/08,57315.49000000,59500.00000000,56900.00000000,58862.05000000
2021/05/09,58866.53000000,59300.00000000,56235.66000000,58240.84000000
2021/05/10,58240.83000000,59500.00000000,53400.00000000,55816.14000000
2021/05/11,55816.14000000,56862.43000000,54370.00000000,56670.02000000
2021/05/12,56670.02000000,58000.01000000,48600.00000000,49631.32000000
2021/05/13,49537.15000000,51367.19000000,46000.00000000,49670.97000000
2021/05/14,49671.92000000,51483.00000000,48799.75000000,49841.45000000
2021/05/15,49844.16000000,50700.00000000,46555.00000000,46762.99000000
2021/05/16,46762.99000000,49795.89000000,43825.39000000,46431.50000000
2021/05/17,46426.83000000,46686.00000000,42001.00000000,43538.04000000
2021/05/18,43538.02000000,45799.29000000,42250.02000000,42849.78000000
2021/05/19,42849.78000000,43584.90000000,30000.00000000,36690.09000000
2021/05/20,36671.23000000,42451.67000000,34850.00000000,40526.64000000
2021/05/21,40525.39000000,42200.00000000,33488.00000000,37252.01000000
2021/05/22,37263.35000000,38829.00000000,35200.62000000,37449.73000000
2021/05/23,37458.51000000,38270.64000000,31111.01000000,34655.25000000
2021/05/24,34681.44000000,39920.00000000,34031.00000000,38796.29000000
2021/05/25,38810.99000000,39791.77000000,36419.62000000,38324.72000000
2021/05/26,38324.72000000,40841.00000000,37800.44000000,39241.91000000
2021/05/27,39241.92000000,40411.14000000,37134.27000000,38529.98000000
2021/05/28,38529.99000000,38877.83000000,34684.00000000,35663.49000000
2021/05/29,35661.79000000,37338.58000000,33632.76000000,34605.15000000
2021/05/30,34605.15000000,36488.00000000,33379.00000000,35641.27000000
2021/05/31,35641.26000000,37499.00000000,34153.84000000,37253.81000000
2021/06/01,37253.82000000,37894.81000000,35666.00000000,36693.09000000
2021/06/02,36694.85000000,38225.00000000,35920.00000000,37568.68000000
2021/06/03,37568.68000000,39476.00000000,37170.00000000,39246.79000000
2021/06/04,39246.78000000,39289.07000000,35555.15000000,36829.00000000
2021/06/05,36829.15000000,37925.00000000,34800.00000000,35513.20000000
2021/06/06,35516.07000000,36480.00000000,35222.00000000,35796.31000000
2021/06/07,35796.31000000,36900.00000000,33300.00000000,33552.79000000
2021/06/08,33556.96000000,34068.01000000,31000.00000000,33380.81000000
2021/06/09,33380.80000000,37534.79000000,32396.82000000,37388.05000000
2021/06/10,37388.05000000,38491.00000000,35782.00000000,36675.72000000
2021/06/11,36677.83000000,37680.40000000,35936.77000000,37331.98000000
2021/06/12,37331.98000000,37463.63000000,34600.36000000,35546.11000000
2021/06/13,35546.12000000,39380.00000000,34757.00000000,39020.57000000
2021/06/14,39020.56000000,41064.05000000,38730.00000000,40516.29000000
2021/06/15,40516.28000000,41330.00000000,39506.40000000,40144.04000000
2021/06/16,40143.80000000,40527.14000000,38116.01000000,38349.01000000
2021/06/17,38349.00000000,39559.88000000,37365.00000000,38092.97000000
2021/06/18,38092.97000000,38202.84000000,35129.29000000,35819.84000000
2021/06/19,35820.48000000,36457.00000000,34803.52000000,35483.72000000
2021/06/20,35483.72000000,36137.72000000,33336.00000000,35600.16000000
2021/06/21,35600.17000000,35750.00000000,31251.23000000,31608.93000000
2021/06/22,31614.12000000,33298.78000000,28805.00000000,32509.56000000
2021/06/23,32509.56000000,34881.00000000,31683.00000000,33678.07000000
2021/06/24,33675.07000000,35298.00000000,32286.57000000,34663.09000000
2021/06/25,34663.08000000,35500.00000000,31275.00000000,31584.45000000
2021/06/26,31576.09000000,32730.00000000,30151.00000000,32283.65000000
2021/06/27,32283.65000000,34749.00000000,31973.45000000,34700.34000000
2021/06/28,34702.49000000,35297.71000000,33862.72000000,34494.89000000
2021/06/29,34494.89000000,36600.00000000,34225.43000000,35911.73000000
2021/06/30,35911.72000000,36100.00000000,34017.55000000,35045.00000000
2021/07/01,35045.00000000,35057.57000000,32711.00000000,33504.69000000
2021/07/02,33502.33000000,33977.04000000,32699.00000000,33786.55000000
2021/07/03,33786.54000000,34945.61000000,33316.73000000,34669.13000000
2021/07/04,34669.12000000,35967.85000000,34357.15000000,35286.51000000
2021/07/05,35288.13000000,35293.78000000,33125.55000000,33690.14000000
2021/07/06,33690.15000000,35118.88000000,33532.00000000,34220.01000000
2021/07/07,34220.02000000,35059.09000000,33777.77000000,33862.12000000
2021/07/08,33862.11000000,33929.64000000,32077.00000000,32875.71000000
2021/07/09,32875.71000000,34100.00000000,32261.07000000,33815.81000000
2021/07/10,33815.81000000,34262.00000000,33004.78000000,33502.87000000
2021/07/11,33502.87000000,34666.00000000,33306.47000000,34258.99000000
2021/07/12,34259.00000000,34678.43000000,32658.34000000,33086.63000000
2021/07/13,33086.94000000,33340.00000000,32202.25000000,32729.77000000
2021/07/14,32729.12000000,33114.03000000,31550.00000000,32820.02000000
2021/07/15,32820.03000000,33185.25000000,31133.00000000,31880.00000000
2021/07/16,31874.49000000,32249.18000000,31020.00000000,31383.87000000
2021/07/17,31383.86000000,31955.92000000,31164.31000000,31520.07000000
2021/07/18,31520.07000000,32435.00000000,31108.97000000,31778.56000000
2021/07/19,31778.57000000,31899.00000000,30407.44000000,30839.65000000
2021/07/20,30839.65000000,31063.07000000,29278.00000000,29790.35000000
2021/07/21,29790.34000000,32858.00000000,29482.61000000,32144.51000000
2021/07/22,32144.51000000,32591.35000000,31708.00000000,32287.83000000
2021/07/23,32287.58000000,33650.00000000,31924.32000000,33634.09000000
2021/07/24,33634.10000000,34500.00000000,33401.14000000,34258.14000000
2021/07/25,34261.51000000,35398.00000000,33851.12000000,35381.02000000
2021/07/26,35381.02000000,40550.00000000,35205.78000000,37237.60000000
2021/07/27,37241.33000000,39542.61000000,36383.00000000,39457.87000000
2021/07/28,39456.61000000,40900.00000000,38772.00000000,40019.56000000
2021/07/29,40019.57000000,40640.00000000,39200.00000000,40016.48000000
2021/07/30,40018.49000000,42316.71000000,38313.23000000,42206.37000000
2021/07/31,42206.36000000,42448.00000000,41000.15000000,41461.83000000
2021/08/01,41461.84000000,42599.00000000,39422.01000000,39845.44000000
2021/08/02,39850.27000000,40480.01000000,38690.00000000,39147.82000000
2021/08/03,39146.86000000,39780.00000000,37642.03000000,38207.05000000
2021/08/04,38207.04000000,39969.66000000,37508.56000000,39723.18000000
2021/08/05,39723.17000000,41350.00000000,37332.70000000,40862.46000000
2021/08/06,40862.46000000,43392.43000000,39853.86000000,42836.87000000
2021/08/07,42836.87000000,44700.00000000,42446.41000000,44572.54000000
2021/08/08,44572.54000000,45310.00000000,43261.00000000,43794.37000000
2021/08/09,43794.36000000,46454.15000000,42779.00000000,46253.40000000
2021/08/10,46248.87000000,46700.00000000,44589.46000000,45584.99000000
2021/08/11,45585.00000000,46743.47000000,45341.14000000,45511.00000000
2021/08/12,45510.67000000,46218.12000000,43770.00000000,44399.00000000
2021/08/13,44400.06000000,47886.00000000,44217.39000000,47800.00000000
2021/08/14,47799.99000000,48144.00000000,45971.03000000,47068.51000000
2021/08/15,47068.50000000,47372.27000000,45500.00000000,46973.82000000
2021/08/16,46973.82000000,48053.83000000,45660.00000000,45901.29000000
2021/08/17,45901.30000000,47160.00000000,44376.00000000,44695.95000000
2021/08/18,44695.95000000,46000.00000000,44203.28000000,44705.29000000
2021/08/19,44699.37000000,47033.00000000,43927.70000000,46760.62000000
2021/08/20,46760.62000000,49382.99000000,46622.99000000,49322.47000000
2021/08/21,49322.47000000,49757.04000000,48222.00000000,48821.87000000
2021/08/22,48821.88000000,49500.00000000,48050.00000000,49239.22000000
2021/08/23,49239.22000000,50500.00000000,49029.00000000,49488.85000000
2021/08/24,49488.85000000,49860.00000000,47600.00000000,47674.01000000
2021/08/25,47674.01000000,49264.30000000,47126.28000000,48973.32000000
2021/08/26,48973.32000000,49352.84000000,46250.00000000,46843.87000000
2021/08/27,46843.86000000,49149.93000000,46348.00000000,49069.90000000
2021/08/28,49069.90000000,49299.00000000,48346.88000000,48895.35000000
2021/08/29,48895.35000000,49632.27000000,47762.54000000,48767.83000000
2021/08/30,48767.84000000,48888.61000000,46853.00000000,46982.91000000
2021/08/31,46982.91000000,48246.11000000,46700.00000000,47100.89000000
2021/09/01,47100.89000000,49156.00000000,46512.00000000,48810.52000000
2021/09/02,48810.51000000,50450.13000000,48584.06000000,49246.64000000
2021/09/03,49246.63000000,51000.00000000,48316.84000000,49999.14000000
2021/09/04,49998.00000000,50535.69000000,49370.00000000,49915.64000000
2021/09/05,49917.54000000,51900.00000000,49450.00000000,51756.88000000
2021/09/06,51756.88000000,52780.00000000,50969.33000000,52663.90000000
2021/09/07,52666.20000000,52920.00000000,42843.05000000,46863.73000000
2021/09/08,46868.57000000,47340.99000000,44412.02000000,46048.31000000
2021/09/09,46048.31000000,47399.97000000,45513.08000000,46395.14000000
2021/09/10,46395.14000000,47033.00000000,44132.29000000,44850.91000000
2021/09/11,44842.20000000,45987.93000000,44722.22000000,45173.69000000
2021/09/12,45173.68000000,46460.00000000,44742.06000000,46025.24000000
2021/09/13,46025.23000000,46880.00000000,43370.00000000,44940.73000000
2021/09/14,44940.72000000,47250.00000000,44594.44000000,47111.52000000
2021/09/15,47103.28000000,47470.00000000,46682.32000000,47109.54000000
